root,molecule,basis,omegaA,omegaB,omegaC,ijk,value
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xxy,1.312683407306281e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xxz,2.139289938751787e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xyx,1.3143178245744735e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xyy,1.8986174090684926e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xyz,-2.9256063007112045
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xzx,2.166067441189412e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xzy,-2.9256062998976957
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,xzz,1.7684908977244618e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yxx,1.609982157368961e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yxy,1.2001969325048378e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yxz,-2.925606727843209
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yyx,1.186135045294634e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yyy,1.9265504258569877e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yyz,2.355734835646217e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yzx,-2.9256067357101134
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yzy,2.380380544453331e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,yzz,4.6540505671543997e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zxx,3.7217905393127637e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zxy,-2.9256066059813146
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zxz,1.1124871799328417e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zyx,-2.92560661466174
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zyy,3.917136317976855e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zyz,1.496073616102933e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zzx,1.0995349026821089e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zzy,1.35865701134108e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.08,0.06,zzz,6.63180859294954e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xxx,2.5562025780523356e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xxy,1.3492713072382756e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xxz,2.2157284457202664e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xyx,1.3138049770322624e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xyy,1.9464105804889442e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xyz,-2.978268146831409
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xzx,2.1981204958443357e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xzy,-2.9782681427569258
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,xzz,1.8161901076396703e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yxx,1.6350535845255365e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yxy,1.2297049231113633e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yxz,-2.9782684067770706
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yyx,1.2631525814210676e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yyy,1.9623178015848453e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yyz,2.436813682615835e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yzx,-2.9782685879521438
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yzy,2.4092789309149154e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,yzz,4.7655916635136464e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zxx,3.7839822890628483e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zxy,-2.9782682825682016
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zxz,1.1389364138469915e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zyx,-2.978268467817834
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zyy,3.981982533707296e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zyz,1.6849567696652912e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zzx,1.1775360138077673e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zzy,1.4895211430943078e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.14,0.1,0.04,zzz,6.752621670269576e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xxx,2.572787715315883e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xxy,1.3153844663493786e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xxz,2.235729004262943e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xyx,1.3401072297414274e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xyy,1.9644410269581414e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xyz,-2.9975357389429846
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xzx,2.223628278841261e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xzy,-2.99753574371766
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,xzz,1.8328656257171616e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yxx,1.6418330668344083e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yxy,1.260689890925093e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yxz,-2.9975361809888157
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yyx,1.2531129368609228e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yyy,1.9721156032659337e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yyz,2.443777239347078e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yzx,-2.9975359983720384
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yzy,2.441056872304337e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,yzz,4.869206020607919e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zxx,3.8143901543996606e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zxy,-2.997536061533772
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zxz,1.172623529832606e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zyx,-2.9975358741422284
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zyy,4.011784398683105e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zyz,1.5942154729664537e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zzx,1.1596011880721235e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zzy,1.8758113529138143e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.02,0.1,zzz,6.7876640996722415e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xxx,2.5727878374404156e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xxy,1.340107033231952e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xxz,2.2236283843124482e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xyx,1.3153842747248845e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xyy,1.964441102009218e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xyz,-2.9975357437543995
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xzx,2.235729109179019e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xzy,-2.9975357389801873
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,xzz,1.8328656599120308e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yxx,1.6418328796508064e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yxy,1.2531129660597884e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yxz,-2.9975359984082233
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yyx,1.2606899115752412e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yyy,1.9721155157803594e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yyz,2.441056918156548e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yzx,-2.997536181025956
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yzy,2.443777283089865e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,yzz,4.869204568436203e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zxx,3.814390213241481e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zxy,-2.9975358741779767
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zxz,1.159601240363628e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zyx,-2.9975360615699946
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zyy,4.011784427770948e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zyz,1.8758113062844473e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zzx,1.1726235392695017e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zzy,1.5942153419601368e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12000000000000001,0.1,0.02,zzz,6.787664160068374e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xxx,2.5108052237321488e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xxy,1.3135659286955814e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xxz,2.1674044510255897e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xyx,1.330389147180533e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xyy,1.8907151790870103e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xyz,-2.918512399153876
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xzx,2.165721724844971e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xzy,-2.9185124006860925
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,xzz,1.760785065973991e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yxx,1.6077531297398195e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yxy,1.2153373717405103e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yxz,-2.9185128405330754
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yyx,1.1988910477711556e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yyy,1.9377474318460486e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yyz,2.3813708054376548e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yzx,-2.9185128253105925
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yzy,2.3853726139888565e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,yzz,4.6240201756475585e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zxx,3.7135030630519594e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zxy,-2.9185127206422985
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zxz,1.1298541772175597e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zyx,-2.9185127038875818
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zyy,3.90894519664009e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zyz,1.3560877343277156e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zzx,1.110865845754816e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zzy,1.5018173682435076e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.04,0.08,zzz,6.6711719819423365e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xxx,2.43254658149894e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xxy,1.3015044222353112e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xxz,2.116145211727982e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xyx,1.3015044169062406e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xyy,1.866665567895609e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xyz,-2.892575176101065
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xzx,2.1161452448126283e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xzy,-2.8925751761015417
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,xzz,1.7365757560838802e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yxx,1.5939667559194959e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yxy,1.1615153969746217e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yxz,-2.8925756080268865
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yyx,1.1615153987509785e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yyy,1.9036743403866296e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yyz,2.3311890564592375e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yzx,-2.8925756080278697
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yzy,2.331189064674888e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,yzz,4.581967929517816e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zxx,3.6832085159588246e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zxy,-2.892575488107332
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zxz,1.074615423757308e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zyx,-2.8925754881078163
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zyy,3.8768314043480245e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zyz,1.3087421613100503e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zzx,1.0746154368579397e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zzy,1.3087421613100503e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.06,0.06,zzz,6.557395874295935e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xxx,2.510805440447683e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xxy,1.330389092113471e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xxz,2.1657218938209155e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xyx,1.313565884508705e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xyy,1.8907153840341806e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xyz,-2.918512400706963
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xzx,2.167404606012724e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xzy,-2.9185123991756763
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,xzz,1.7607851925394158e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yxx,1.6077531113101173e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yxy,1.1988911079452436e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yxz,-2.9185128253310824
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yyx,1.2153374069345801e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yyy,1.9377473599035966e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yyz,2.3853726672795617e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yzx,-2.9185128405554823
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yzy,2.381370856952003e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,yzz,4.6240182904888627e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zxx,3.7135032113777555e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zxy,-2.9185127039084815
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zxz,1.110865973874553e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zyx,-2.9185127206641694
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zyy,3.908945324981872e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zyz,1.5018172638825433e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zzx,1.1298542751392304e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zzy,1.3560875011808804e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.12,0.08,0.04,zzz,6.671172060546127e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xxx,6.67369419482533e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xxy,4.364744976004253e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xxz,6.740276638050879e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xyx,4.478550538866699e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xyy,6.363158533972957e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xyz,-12.55699793104667
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xzx,6.6881666597184974e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xzy,-12.556997960938972
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,xzz,6.485937579875367e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yxx,4.3626085214909516e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yxy,6.4277361220277385e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yxz,-12.556998246283003
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yyx,6.379425842251152e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yyy,4.678374879718561e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yyz,7.5296945429847995e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yzx,-12.556997912749143
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yzy,7.53575189260669e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,yzz,3.622251951163058e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zxx,6.7149046161230075e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zxy,-12.556998248146517
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zxz,6.564441896839135e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zyx,-12.556997884720326
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zyy,7.5059214557637866e-06
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zyz,2.2608738425855535e-07
/home/ahurtado/Projects/gecko/migration/templates/outputs/BetaRaman,,,-0.1,0.0,0.1,zzx,6.501179677376179e-06
